facility_name,facility_id,npi,city_town,state,zip_code,year,asc_1_rate,asc_1_footnote,asc_2_rate,asc_2_footnote,asc_3_rate,asc_3_footnote,asc_4_rate,asc_4_footnote,asc_9_rate,asc_9_footnote,asc_11_rate,asc_11_footnote,asc_12_total_cases,asc_12_performance_category,asc_12_rshv_rate,asc_12_interval_lower_limit,asc_12_interval_upper_limit,asc_12_footnote,asc_13_rate,asc_13_footnote,asc_14_rate,asc_14_footnote,asc_17_total_cases,asc_17_performance_category,asc_17_rshv_rate,asc_17_interval_lower_limit,asc_17_interval_upper_limit,asc_17_footnote,asc_18_total_cases,asc_18_performance_category,asc_18_rshv_rate,asc_18_interval_lower_limit,asc_18_interval_upper_limit,asc_18_footnote,asc_19_total_cases,asc_19_performance_category,asc_19_rshv_rate,asc_19_interval_lower_limit,asc_19_interval_upper_limit,asc_19_footnote
SURGERY CENTER OF WASILLA LLC,02C0001015,1649534843,WASILLA,AK,99654,2024,0.000,,0.000,,0.000,,0.085,,100.00,,,5,545,No Different Than the National Rate,10.8,7.9,14.7,,91.78,,0.000,,503,No Different Than the National Rate,3.1,2.2,4.4,,85,No Different Than the National Rate,6.2,4,9.5,,42,No Different than expected,0.9,0.5,1.7,
APOGEE OUTPATIENT SURGERY CENTER,05C0001471,1649603713,REDDING,CA,96001,2024,0.000,,0.000,,0.000,,0.251,,,5,,5,,,,,,5,100.00,,,5,388,No Different Than the National Rate,2.8,1.9,4.1,,,,,,,5,,Number of Cases Too Small,,,,1
PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,29C0001102,1649655515,HENDERSON,NV,89052,2024,,5,0.011,,,5,0.120,,94.79,,,5,2344,No Different Than the National Rate,10.4,8.1,13.6,,,5,,5,,,,,,5,,,,,,5,,,,,,5
ADVANCED SURGERY CENTER OF ARIZONA,03C0001270,1649662206,GILBERT,AZ,85234,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,,5,0.000,,,,,,,5,,,,,,5,,,,,,5
NORTHERN ARIZONA HEALTHCARE ORTHOPEDIC SURGERY CENTER LLC,03C0001071,1649668781,FLAGSTAFF,AZ,86001,2024,0.046,,0.046,,0.000,,0.184,,,5,,5,,,,,,5,92.71,,,5,258,No Different Than the National Rate,2.7,1.8,4.1,,,,,,,5,,Number of Cases Too Small,,,,1
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001082,1649707324,ROCKVILLE,MD,21117,2024,,5,,5,,5,0.126,,,5,,5,,,,,,5,98.88,,,5,,,,,,5,1344,No Different Than the National Rate,6.1,5.1,7.4,,,Number of Cases Too Small,,,,1
CLEARWAY SURGERY CENTER OF CATONSVILLE,21C0001615,1649735861,BALTIMORE,MD,,2024,,5,0.090,,,5,,5,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,,,,,5
FORSYTH EYE SURGERY CENTER,11C0001532,1649746090,CUMMING,GA,30041,2024,0.000,,0.000,,0.000,,0.068,,,5,100.00,,,,,,,5,0.00,,0.161,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
ANKENY MEDICAL PARK SURGERY CENTER,16C0001032,1649748708,ANKENY,IA,50023,2024,0.000,,0.000,,0.000,,0.022,,70.91,,,5,714,No Different Than the National Rate,8.9,6.6,12.3,,97.82,,,5,228,No Different Than the National Rate,2.4,1.6,3.8,,,,,,,5,,Number of Cases Too Small,,,,1
PIONEER ENDOSCOPY AND SURGERY CENTER LLC,23C0001157,1649752650,STERLING HEIGHTS,MI,48312,2024,,5,,5,,5,,5,,5,,5,63,No Different Than the National Rate,10.2,7.4,14.2,,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
ATHENS SPINE PROCEDURAL CENTER,11C0001480,1649790171,ATHENS,GA,30606,2024,0.000,,0.015,,0.000,,0.015,,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,,,,,5
NORTHEAST ATLANTA VASCULAR CARE LLC,11C0001505,1649791641,ATLANTA,GA,30338,2024,0.000,,0.000,,0.000,,0.076,,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
BAYLOR SCOTT AND WHITE SPORTS SURGERY CENTER AT THE STAR,45C0001657,1649793613,FRISCO,TX,75034,2024,,5,0.078,,,5,0.104,,,5,,5,,,,,,5,,5,,5,339,Worse Than the National Rate,4.3,3,6.2,,,,,,,5,,Number of Cases Too Small,,,,1
PARK NICOLLET METHODIST HOSPITAL DBA PARK NICOLLET SAME DAY SURGERY CENTER,24C0001105,1649827973,BURNSVILLE,MN,55337,2024,0.036,,0.000,,0.000,,0.252,,,5,,5,,,,,,5,65.45,,0.000,,75,No Different Than the National Rate,2.3,1.5,3.7,,38,No Different Than the National Rate,5.1,3.2,8.3,,42,No Different than expected,1,0.6,1.8,
SIMI VALLEY SURGERY CENTER INC,05C0002287,1649893934,SIMI VALLEY,CA,93063,2024,,5,,5,,5,,5,,5,,5,59,No Different Than the National Rate,9.7,7,13.5,,,5,,5,,,,,,5,,,,,,5,,,,,,5
ST PETERSBURG OUTPATIENT SURGERY CENTER LLC DBA ST PETERSBURG EYE SURGERY CENTER,10C0001710,1649911470,ST PETERSBURG,FL,33710,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,1,,,,,,5,,,,,,5,,,,,,5
JOINT REPLACEMENT CENTER OF LOUISIANA,19C0001149,1649921065,LAKE CHARLES,LA,70605,2024,0.000,,0.072,,0.000,,0.072,,,5,,5,,,,,,5,100.00,,,5,499,No Different Than the National Rate,2.1,1.5,2.9,,,,,,,5,,Number of Cases Too Small,,,,1
NORTHERN LAKES SURGERY CENTER LLC,24C0001118,1649922485,MOOSE LAKE,MN,55767,2024,0.000,,0.000,,0.000,,0.000,,81.61,,,5,76,No Different Than the National Rate,9.7,6.9,13.7,,91.30,,0.433,,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
MUSIC CITY SURGERY CENTER LLC,44C0001213,1649925801,GOODLETTSVILLE,TN,37072,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.520,,,,,,,5,,,,,,5,,,,,,5
MEDICAL CITY SPECIALTY SURGICENTER OF DALLAS DBA MEDICAL CITY ORTHOPEDIC AND SPINE SURGERY CENTER DALLAS,45C0451245,1649931072,DALLAS,TX,75243,2024,0.000,,0.106,,0.000,,0.000,,,5,,5,,,,,,5,100.00,,,5,58,No Different Than the National Rate,3.1,2,4.9,,,,,,,5,,Number of Cases Too Small,,,,1
PRECISION BONE AND JOINT SURGERY CENTER,10C0001713,1649944521,HOBE SOUND,FL,33455,2024,0.000,,0.048,,0.000,,0.241,,,5,,5,,,,,,5,100.00,,,5,349,Worse Than the National Rate,3.4,2.5,4.8,,,,,,,5,,Number of Cases Too Small,,,,1
BLUE ASH ENDOSCOPY CENTER LLC,36C0001361,1649957168,CINCINNATI,OH,45242,2024,,5,,5,,5,,5,,5,,5,271,No Different Than the National Rate,10.4,7.5,14.3,,,5,,5,,,,,,5,,,,,,5,,,,,,5
USA BALDWIN COUNTY ASC LLC DBA USA HEALTH BALDWIN ASC,01C0001106,1649961640,FAIRHOPE,AL,36532,2024,0.000,,0.057,,0.000,,0.057,,98.36,,,5,38,No Different Than the National Rate,10.1,7.2,14.4,,99.05,,0.000,,213,No Different Than the National Rate,2.3,1.5,3.4,,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1
MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,45C0001446,1659301794,HOUSTON,TX,77030,2024,0.019,,0.000,,0.000,,0.076,,53.33,,,5,36,No Different Than the National Rate,10.1,7.2,14.1,,100.00,,0.473,,134,No Different Than the National Rate,2.2,1.4,3.6,,35,No Different Than the National Rate,5.3,3.3,8.5,,,Number of Cases Too Small,,,,1
SUGAR LAND SURGERY CENTER LTD,45C0001433,1659316917,SUGAR LAND,TX,77478,2024,0.000,,0.011,,0.011,,0.011,,79.37,,,5,899,No Different Than the National Rate,9.7,7.2,13.2,,100.00,,0.407,,,Number of Cases Too Small,,,,1,57,No Different Than the National Rate,5.2,3.3,8.1,,,Number of Cases Too Small,,,,1
COSMETIC AND RECONSTRUCTIVE SURGERY CENTER PA,17C0001073,1659327245,WICHITA,KS,67206,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
RESTON SURGERY CENTER LP,49C0001033,1659335438,RESTON,VA,20190,2024,0.000,,0.010,,0.000,,0.067,,100.00,,,5,2370,No Different Than the National Rate,10.2,7.7,13.3,,100.00,,0.341,,390,No Different Than the National Rate,2.3,1.5,3.3,,145,No Different Than the National Rate,5.3,3.5,7.8,,42,No Different than expected,0.9,0.5,1.8,
STERLING SURGICAL CENTER LLC,33C0001065,1659338382,ORCHARD PARK,NY,14127,2024,0.000,,0.091,,0.000,,0.061,,92.29,,,5,461,No Different Than the National Rate,9.8,7.2,13.4,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
LITTLE ROCK SURGERY CENTER LLC,04C0001006,1659340404,LITTLE ROCK,AR,72205,2024,,5,,5,,5,0.071,,,5,,5,,,,,,5,100.00,,,5,357,No Different Than the National Rate,2.3,1.5,3.5,,,,,,,5,,Number of Cases Too Small,,,,1
EYE SURGERY CENTER OF ARIZONA,03C0001020,1659343648,MESA,AZ,85206,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.159,,,,,,,5,,,,,,5,,,,,,5
NORTHSIDE GASTROENTEROLOGY ENDOSCOPY CENTER,15C0001062,1659344133,INDIANAPOLIS,IN,46260,2024,0.000,,0.021,,0.000,,0.042,,70.02,,,5,3820,No Different Than the National Rate,8.5,6.7,11,,,5,,5,,,,,,5,,,,,,5,,,,,,5
LASER AND CATARACT CENTER OF SHREVEPORT LLC,19C0001090,1659356392,SHREVEPORT,LA,71106,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.138,,,,,,,5,,,,,,5,69,No Different than expected,0.9,0.5,1.6,
EAST TENNESSEE AMBULATORY SURGERY CENTER,44C0001091,1659360071,JOHNSON CITY,TN,37604,2024,0.000,,0.000,,0.000,,0.276,,100.00,,,5,217,No Different Than the National Rate,10.3,7.4,14.2,,100.00,,,1,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1,199,No Different than expected,1.3,0.8,2.2,
ST JOHNS SURGERY CENTER INC,10C0001238,1659360303,FORT MYERS,FL,33919,2024,0.000,,0.000,,0.000,,0.078,,,5,,5,,,,,,5,,5,0.149,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
LASER AND SURGERY CENTER OF ACADIANA,19C0001058,1659363844,LAFAYETTE,LA,70506,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.714,,,,,,,5,,,,,,5,,,,,,5
SOUTH SHORE AMBULATORY SURGERY CENTER,33C0001067,1659375632,LYNBROOK,NY,11563,2024,0.000,,0.052,,0.000,,0.017,,,5,,5,,,,,,5,100.00,,,5,645,No Different Than the National Rate,2.3,1.6,3.4,,,,,,,5,41,No Different than expected,0.9,0.5,1.7,
TOMS RIVER AMBULATORY SURGICAL CENTER,31C0001143,1659377042,TOMS RIVER,NJ,08753,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,93,No Different Than the National Rate,4.4,2.8,6.6,,,Number of Cases Too Small,,,,1
CITYVIEW SURGERY CENTER LTD,45C0001376,1659378800,FORT WORTH,TX,76132,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,,5,0.053,,,,,,,5,,,,,,5,,,,,,5
THE CENTER FOR DIGESTIVE AND LIVER HEALTH AND THE ENDOSCOPY CENTER,11C0001222,1659384329,SAVANNAH,GA,31404,2024,0.000,,0.054,,0.000,,0.036,,97.61,,,5,3610,No Different Than the National Rate,8.9,7,11.3,,,5,,5,,,,,,5,,,,,,5,,,,,,5
EAST SIDE SURGERY CENTER,39C0001248,1659408300,PITTSBURGH,PA,15206,2024,0.056,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,100.00,,0.085,,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
EYE SURGERY CENTER,38C0001004,1659409241,MEDFORD,OR,97504,2024,0.000,,0.000,,0.000,,0.047,,,5,,5,,,,,,5,,5,0.426,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
THE ENDOSCOPY CENTER INC,43C0001015,1659420727,RAPID CITY,SD,57701,2024,,5,,5,,5,0.139,,100.00,,,5,3375,No Different Than the National Rate,9,7.1,11.5,,,5,,5,,,,,,5,,,,,,5,,,,,,5
HALLANDALE OUTPATIENT SURGICAL CENTERLTD,10C0001476,1659443042,HALLANDALE BEACH,FL,33009,2024,,5,,5,,5,0.046,,,5,100.00,,,,,,,5,,5,0.781,,,,,,,5,,,,,,5,,,,,,5
DIGESTIVE AND LIVER CENTER OF MELBOURNE LLC,10C0001393,1659446425,MELBOURNE,FL,32901,2024,,5,,5,,5,,5,,5,,5,232,No Different Than the National Rate,9.8,7,13.6,,,5,,5,,,,,,5,,,,,,5,,,,,,5
ACADEMY ORTHOPEDICS LLC,11C0001189,1659451078,CUMMING,GA,30040,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,91,No Different Than the National Rate,2.5,1.6,4,,,,,,,5,,Number of Cases Too Small,,,,1
THE SURGERY CENTER OF CHESTER COUNTY,39C0001040,1659463669,EXTON,PA,19341,2024,,5,0.065,,,5,0.130,,,5,,5,,,,,,5,,5,,5,77,No Different Than the National Rate,2.2,1.4,3.5,,,,,,,5,46,No Different than expected,1,0.6,1.9,
MID AMERICA SURGERY INSTITUTE LLC,17C0001075,1659473924,OVERLAND PARK,KS,66209,2024,0.000,,0.011,,0.000,,0.114,,88.54,,,5,1370,No Different Than the National Rate,12.1,9.2,15.9,,100.00,,,5,299,No Different Than the National Rate,2.9,1.9,4.4,,405,No Different Than the National Rate,6.6,4.9,8.8,,78,No Different than expected,1.1,0.6,1.9,
GREATER NY ENDOSCOPY SURGICAL CENTER,33C0001101,1659516375,BROOKLYN,NY,11235,2024,,5,0.010,,,5,0.081,,93.22,,,5,2278,No Different Than the National Rate,8.4,6.6,10.8,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
SURGERY CENTER OF PEMBROKE PINES LLC DBA BROWARD SPECIALTY SURGICAL CENTER,10C0001539,1659517019,HOLLYWOOD,FL,33024,2024,0.000,,0.056,,0.000,,0.325,,90.48,,,5,556,No Different Than the National Rate,10,7.3,13.7,,100.00,,,5,,,,,,7,217,No Different Than the National Rate,4.5,3,6.4,,,Number of Cases Too Small,,,,1
COMMUNITY SURGERY CENTER SOUTH,15C0001015,1659519684,INDIANAPOLIS,IN,46227,2024,0.008,,0.000,,0.000,,0.298,,100.00,,0.00,,366,No Different Than the National Rate,10,7.2,13.8,,95.72,,0.319,,280,No Different Than the National Rate,2.2,1.5,3.3,,428,Worse Than the National Rate,7.3,5.6,9.4,,340,No Different than expected,1.1,0.7,1.7,
GLASTONBURY ENDOSCOPY CENTER,07C0001053,1659525020,GLASTONBURY,CT,06033,2024,,5,0.021,,,5,0.159,,98.38,,,5,1360,No Different Than the National Rate,9.8,7.3,13,,,5,,5,,,,,,5,,,,,,5,,,,,,5
NORWOOD ENDOSCOPY CENTER LLC,36C0001254,1659526457,NORWOOD,OH,45212,2024,,5,0.034,,,5,0.146,,97.92,,,5,2880,No Different Than the National Rate,9.4,7.2,12.1,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001254,1659548329,VANCOUVER,WA,98686,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,,5,0.230,,,,,,,5,,,,,,5,,,,,,5
BONE AND JOINT SURGERY CENTER OF NOVI,23C0001102,1659574283,NOVI,MI,48374,2024,,5,0.023,,0.000,,0.114,,,5,,5,,,,,,5,100.00,,,5,757,No Different Than the National Rate,2.5,1.8,3.5,,,,,,,5,,Number of Cases Too Small,,,,1
PSA AMBULATORY SURGICAL CENTER OF AUSTIN,45C0001463,1659594190,AUSTIN,TX,78759,2024,,5,0.048,,0.048,,0.097,,,5,,5,,,,,,5,,5,,5,65,No Different Than the National Rate,2.6,1.7,4,,,,,,,5,,,,,,5
EYE SURGERY CENTER OF NORTHERN NEVADA,29C0001066,1659594307,RENO,NV,89511,2024,0.000,,0.000,,0.000,,0.052,,,5,,5,,,,,,5,,5,0.155,,,,,,,5,,,,,,5,,,,,,5
RIVERLAKES SURGERY CENTER LLC,05C0001933,1659609311,BAKERSFIELD,CA,93308,2024,,5,,5,,5,,5,,5,,5,,,,,,5,100.00,,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
ENDOSCOPY CENTER OF GRAND JUNCTION,06C0001092,1659625101,GRAND JUNCTION,CO,81501,2024,0.000,,0.011,,0.000,,0.044,,89.59,,,5,3864,No Different Than the National Rate,9.4,7.4,11.9,,,5,,5,,,,,,5,,,,,,5,,,,,,5
ALFA SURGERY CENTER,05C0001996,1659657856,CHULA VISTA,CA,91910,2024,0.000,,0.016,,0.000,,0.048,,62.50,,,5,348,No Different Than the National Rate,11,7.9,15.1,,,5,,5,,,,,,5,,,,,,5,,,,,,5
EYE SURGERY CENTER OF MIDDLE TENNESSEE,44C0001178,1659679074,NASHVILLE,TN,37203,2024,,5,0.036,,,5,0.036,,,5,,5,,,,,,5,,5,0.540,,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
PREMIER ENDOSCOPY CENTER LLC,03C0001334,1659683662,GILBERT,AZ,85295,2024,,5,,5,,5,,5,,5,,5,,Number of Cases Too Small,,,,1,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
CARDIAC SURGERY CENTER OF PHOENIX LP,03C0001371,1659731669,PHOENIX,AZ,85016,2024,,5,,5,,5,0.060,,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
SURGICORE LLC,31C0001287,1659731933,SADDLE BROOK,NJ,07663,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,7
SURGCENTER OF THE POTOMAC LLC,21C0001575,1659748184,BETHESDA,MD,20817,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,100,No Different Than the National Rate,2.4,1.5,3.8,,,,,,,5,,Number of Cases Too Small,,,,1
ST  MICHAEL SURGERY CENTER,05C0002136,1659753358,LONG BEACH,CA,90806,2024,,5,,5,,5,,5,,5,,5,,Number of Cases Too Small,,,,1,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
SURGICAL SPECIALTY CENTER OF MID ATLANTIC LLC,21C0001562,1659772648,BETHESDA,MD,20817,2024,0.000,,0.000,,0.000,,0.235,,,5,,5,,,,,,5,100.00,,,5,518,No Different Than the National Rate,2,1.4,3,,,,,,,5,,Number of Cases Too Small,,,,1
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001467,1659793040,BRANDYWINE,MD,20613,2024,,5,,5,,5,0.083,,,5,,5,,,,,,5,2.25,,,5,,,,,,5,431,No Different Than the National Rate,5.8,4.3,7.9,,,Number of Cases Too Small,,,,1
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001580,1659793040,BRANDYWINE,MD,21117,2024,,5,,5,,5,0.083,,,5,,5,,,,,,5,2.25,,,5,,,,,,5,431,No Different Than the National Rate,5.8,4.3,7.9,,,Number of Cases Too Small,,,,1
INOVA AMBULATORY SURGERY CENTER AT LORTON LLC,49C0001060,1659793891,LORTON,VA,22079,2024,0.000,,0.000,,0.000,,0.155,,40.00,,,5,447,No Different Than the National Rate,10.8,7.9,14.6,,86.32,,,5,47,No Different Than the National Rate,2.3,1.4,3.8,,,,,,,5,,Number of Cases Too Small,,,,1
TAMPA SURGICAL CENTER LLC,05C0002175,1659807717,RESEDA,CA,91335,2024,0.000,,0.000,,0.000,,0.000,,76.83,,,5,84,No Different Than the National Rate,9.9,7.1,13.8,,100.00,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
MILWAUKEE SURGICAL SUITES LLC,52C0001116,1659810703,FRANKLIN,WI,53132,2024,0.100,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,100.00,,,5,45,No Different Than the National Rate,2.5,1.5,4,,,,,,,5,,Number of Cases Too Small,,,,1
AURORA SURGERY CENTERS,52C0001126,1659839686,GREENFIELD,WI,53228,2024,0.008,,0.008,,0.000,,0.097,,100.00,,,5,768,No Different Than the National Rate,9,6.6,12.3,,97.91,,,5,123,No Different Than the National Rate,2.3,1.4,3.6,,,Number of Cases Too Small,,,,1,45,No Different than expected,1,0.5,1.8,
MILESTONE SURGICAL CENTER LLC,06C0001194,1659842128,PARKER,CO,80134,2024,,5,,5,,5,0.203,,,5,,5,,,,,,5,,5,,5,,,,,,5,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1
GOLDEN SPRINGS SURGICAL CENTER,05C0002191,1659885325,CATHEDRAL CITY,CA,92234,2024,,5,,5,,1,,1,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
RACINE DIGESTIVE HEALTH CENTER LLC,52C0001131,1659903292,STURTEVANT,WI,53177,2024,0.000,,0.071,,0.000,,0.388,,94.79,,,5,535,No Different Than the National Rate,10,7.2,13.8,,,5,,5,,,,,,5,,,,,,5,,,,,,5
VCU HEALTH AMBULATORY SURGERY CENTER LLC,49C0001078,1659953636,HENRICO,VA,23233,2024,0.000,,0.000,,0.000,,0.043,,,5,,5,,,,,,5,98.94,,,5,327,No Different Than the National Rate,2.3,1.5,3.6,,,Number of Cases Too Small,,,,1,122,No Different than expected,1,0.6,1.8,
TUCSON ENDOSCOPY CENTER,03C0001436,1669021283,TUCSON,AZ,85710,2024,0.000,,0.057,,0.000,,0.000,,100.00,,,5,824,No Different Than the National Rate,11.5,8.5,15.9,,,5,,5,,,,,,5,,,,,,5,,,,,,5
SURGICAL CLINIC SOLUTIONS LLC DBA SURGICAL INSTITUTE OF ALABAMA,01C0001062,1669031886,VESTAVIA HILLS,AL,35216,2024,0.000,,0.013,,0.000,,0.106,,,5,,5,,,,,,5,99.56,,,5,446,No Different Than the National Rate,2.2,1.6,3,,133,No Different Than the National Rate,6,4,8.9,,54,No Different than expected,1,0.5,1.8,
EVANSVILLE ENDOSCOPY SURGERY CENTER,15C0002005,1669044111,NEWBURGH,IN,47630,2024,0.000,,0.012,,0.000,,0.167,,93.96,,,5,2034,No Different Than the National Rate,12.7,9.9,16.4,,0.00,,,5,,,,,,5,,,,,,5,136,No Different than expected,0.8,0.5,1.4,
SAINT JOSEPH HEALTH ASC LLC DBA CHI SAINT JOSEPH HEALTH OUTPATIENT SURGERY CENTER,18C0001023,1669075495,LEXINGTON,KY,40504,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,100.00,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
WOODBURY SURGERY CENTER,24C0001108,1669079992,WOODBURY,MN,55125,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,98.97,,,5,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1
AVENTURA MEDICAL TOWER SURGERY CENTER LLC,10C0001743,1669106118,AVENTURA,FL,33180,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
MEDSTAR SURGERY CENTER 1 DBA MEDSTAR HEALTH SURGERY CENTER AT ANNAPOLIS,21C0001677,1669176020,ANNAPOLIS,MD,21401,2024,,5,,5,,5,,5,,5,,5,,Number of Cases Too Small,,,,1,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
ALLIANCE SURGERY CENTER AT CUMMING LLC,11C0001571,1669181822,CUMMING,GA,30041,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
PACIFICOAST AMBULATORY SURGICENTER LLC,05C0001440,1669405684,SAN CLEMENTE,CA,92673,2024,0.000,,0.060,,0.000,,0.119,,93.75,,,5,702,No Different Than the National Rate,11.9,8.9,16.2,,98.96,,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
FREEDOM VISION SURGERY CENTER LLC,05C0001418,1669414306,ENCINO,CA,91436,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
BOUNTIFUL SURGERY CENTER LLC,46C0001045,1669415451,BOUNTIFUL,UT,84010,2024,0.000,,0.026,,0.000,,0.000,,84.38,,,5,1123,No Different Than the National Rate,9.7,7.2,13.2,,,5,,5,,,,,,5,,,,,,5,,,,,,5
ARKANSAS GASTROENTEROLOGY ENDOSCOPY CENTER,04C0001033,1669424339,HOT SPRINGS,AR,71913,2024,,5,,5,,5,,5,91.24,,,5,1504,No Different Than the National Rate,9.9,7.5,13.2,,,5,,5,,,,,,5,,,,,,5,,,,,,5
ADVANCED SURGERY CENTER LLC,21C0001400,1669426706,ROCKVILLE,MD,20850,2024,,5,,5,,5,,5,68.00,,,5,2674,No Different Than the National Rate,9.7,7.6,12.4,,,5,,5,,,,,,5,,,,,,5,,,,,,7
VANCOUVER EYE CARE PS,50C0001263,1669427043,VANCOUVER,WA,98683,2024,,5,,5,,5,0.048,,,5,,5,,,,,,5,,1,0.065,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
EYE SURGERY CENTER OF WESTCHESTER INC,33C0001050,1669427068,NEW ROCHELLE,NY,10801,2024,0.000,,0.000,,0.000,,0.052,,,5,,5,,,,,,5,,5,0.414,,,,,,,5,,,,,,5,,,,,,5
CENTER FOR SPINE   PAIN MEDICINE PC DBA CSPM AMBULATORY SURGERY,11C0001283,1669428983,DALTON,GA,30720,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
MARIETTA OUTPATIENT SURGERY LTD,11C0001004,1669437109,MARIETTA,GA,30060,2024,,5,0.017,,0.017,,0.102,,100.00,,,5,466,No Different Than the National Rate,12,8.8,17,,100.00,,0.454,,64,No Different Than the National Rate,2.3,1.4,3.7,,,Number of Cases Too Small,,,,1,76,No Different than expected,0.9,0.5,1.6,
CASCADE SURGICENTER LLC,38C0001068,1669437497,BEND,OR,97701,2024,,5,,5,,5,0.048,,,5,,5,,,,,,5,100.00,,,5,1685,No Different Than the National Rate,2.6,2.1,3.3,,,,,,,5,30,No Different than expected,1,0.5,1.7,
THE ENDO CENTER AT VOORHEES,31C0001132,1669446852,VOORHEES,NJ,08043,2024,0.000,,0.017,,0.000,,0.199,,100.00,,,5,5274,No Different Than the National Rate,9.1,7.3,11.2,,,5,,5,,,,,,5,,,,,,5,,,,,,5
CARSON ENDOSCOPY CENTER LLC,29C0001032,1669460002,CARSON CITY,NV,89703,2024,0.000,,0.000,,0.000,,0.079,,94.81,,,5,2712,Worse Than the National Rate,12.8,10.2,16.3,,,5,,5,,,,,,5,,,,,,5,,,,,,5
